plant,floor_ms,scheduler,profile,vehicles,cores,exec,overrun,net_delay_ms,seed,duration_s,missed_jobs,veh,avg_perf,max_roll,soft_pct,hard,max_age_fresh_ms,max_age_path_ms,min_ttpnr_ms,past_pnr_ms,tau_crit_ms,max_sim_crit,sim_crit_over_cores_pct
lateral,0,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27046,7,0.761487,2.256592,17.1333,0,1299.90,1319.90,400.10,0.0,100,0,0.00
lateral,0,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27046,8,1.061096,3.070747,27.6667,0,850.50,870.50,355.10,0.0,100,0,0.00
lateral,0,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27046,9,0.984700,2.861707,27.0000,0,845.50,865.50,425.10,0.0,100,0,0.00
lateral,0,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27046,10,0.867753,2.762555,22.6333,0,1520.50,1540.50,380.10,0.0,100,0,0.00
lateral,0,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27046,11,0.951878,3.046481,23.4333,0,1410.50,1430.50,380.10,0.0,100,0,0.00
lateral,0,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27046,12,1.075360,2.293859,27.7333,0,760.50,780.50,395.10,0.0,100,0,0.00
lateral,0,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27046,13,0.950064,2.493407,24.8000,0,1540.50,1560.50,375.10,0.0,100,0,0.00
lateral,0,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42121,0,2.887464,6.206123,57.1667,0,1305.50,1325.50,285.10,0.0,100,0,0.00
lateral,0,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42121,1,2.724621,5.774795,57.4333,0,1045.50,1075.50,340.10,0.0,100,0,0.00
lateral,0,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42121,2,2.673044,5.666767,53.5333,0,870.50,870.50,215.10,0.0,100,0,0.00
lateral,0,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42121,3,2.601700,4.347189,53.5667,0,880.50,900.50,260.10,0.0,100,0,0.00
lateral,0,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42121,4,2.749568,5.749766,55.3333,0,1080.50,1105.50,255.10,0.0,100,0,0.00
lateral,0,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42121,5,2.461869,4.798105,49.9667,0,1845.50,1860.50,295.10,0.0,100,0,0.00
lateral,0,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42121,6,2.774625,5.454749,54.5000,0,910.50,940.50,235.10,0.0,100,0,0.00
lateral,0,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42121,7,2.775041,6.489842,53.5333,0,1130.50,1150.50,295.10,0.0,100,0,0.00
lateral,0,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42121,8,2.845635,6.722295,51.9000,0,1930.50,1950.50,180.10,0.0,100,0,0.00
lateral,0,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42121,9,2.764521,4.898437,53.0333,0,1100.50,1120.50,265.10,0.0,100,0,0.00
lateral,0,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42121,10,3.147176,6.070595,63.6333,0,980.50,980.50,250.10,0.0,100,0,0.00
lateral,0,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42121,11,2.851478,6.142284,55.3000,0,1260.50,1285.50,275.10,0.0,100,0,0.00
lateral,0,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42121,12,2.647160,5.217177,55.2667,0,1910.50,1935.50,315.10,0.0,100,0,0.00
lateral,0,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42121,13,2.991207,5.984314,57.3333,0,810.50,830.50,265.10,0.0,100,0,0.00
lateral,0,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42121,14,3.101302,5.998980,60.5333,0,980.50,985.50,295.10,0.0,100,0,0.00
lateral,0,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42121,15,2.862699,4.479766,58.2000,0,1450.50,1470.50,300.10,0.0,100,0,0.00
lateral,0,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57106,0,2.516456,6.192622,52.8333,0,1370.50,1390.50,260.10,0.0,100,1,0.00
lateral,0,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57106,1,2.155076,5.261623,47.2667,0,2420.50,2440.50,400.10,0.0,100,1,0.00
lateral,0,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57106,2,1.992117,4.282980,41.7000,0,2020.50,2040.50,330.10,0.0,100,1,0.00
lateral,0,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57106,3,2.142152,6.573190,47.2333,0,1010.50,1030.50,325.10,0.0,100,1,0.00
lateral,0,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57106,4,2.244900,6.910715,47.4333,0,705.50,720.50,240.10,0.0,100,1,0.00
lateral,0,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57106,5,2.082703,4.682831,45.4667,0,735.50,755.50,270.10,0.0,100,1,0.00
lateral,0,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57106,6,2.013049,4.460354,41.8000,0,870.50,895.50,255.10,0.0,100,1,0.00
lateral,0,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57106,7,2.279402,5.416357,47.3667,0,810.50,830.50,285.10,0.0,100,1,0.00
lateral,0,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57106,8,2.233114,6.899284,44.9667,0,1720.50,1720.50,130.10,0.0,100,1,0.00
lateral,0,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57106,9,2.235648,6.204106,40.8667,0,2020.50,2045.50,225.10,0.0,100,1,0.00
lateral,0,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57106,10,2.734590,5.399598,52.5333,0,1215.50,1235.50,270.10,0.0,100,1,0.00
lateral,0,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57106,11,2.421191,4.716476,52.3333,0,750.50,765.50,295.10,0.0,100,1,0.00
lateral,0,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57106,12,2.346545,4.697006,53.7667,0,1690.50,1720.50,270.10,0.0,100,1,0.00
lateral,0,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57106,13,2.182151,5.202787,42.9000,0,1000.50,1020.50,275.10,0.0,100,1,0.00
lateral,0,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57106,14,2.090086,5.930744,44.2667,0,1520.50,1540.50,325.10,0.0,100,1,0.00
lateral,0,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57106,15,2.631544,5.052561,51.2000,0,960.50,960.50,240.10,0.0,100,1,0.00
lateral,0,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57106,16,0.571846,8.468198,6.7667,0,130.50,130.50,10.10,0.0,100,1,0.00
lateral,0,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57106,17,1.178726,5.512100,20.9000,0,530.50,530.50,155.10,0.0,100,1,0.00
lateral,60,aguard,v10,10,3,worst,kill,-1.00,0,30.000,4496,0,0.033678,0.181410,0.0000,0,105.50,105.50,-1.00,0.0,100,0,0.00
lateral,60,aguard,v10,10,3,worst,kill,-1.00,0,30.000,4496,1,0.040600,0.197187,0.0000,0,95.50,110.50,-1.00,0.0,100,0,0.00
lateral,60,aguard,v10,10,3,worst,kill,-1.00,0,30.000,4496,2,0.047068,0.276382,0.0000,0,100.50,120.50,-1.00,0.0,100,0,0.00
lateral,60,aguard,v10,10,3,worst,kill,-1.00,0,30.000,4496,3,0.040360,0.916870,0.0000,0,95.50,110.50,365.10,0.0,100,0,0.00
lateral,60,aguard,v10,10,3,worst,kill,-1.00,0,30.000,4496,4,0.033515,0.318060,0.0000,0,105.50,120.50,-1.00,0.0,100,0,0.00
lateral,60,aguard,v10,10,3,worst,kill,-1.00,0,30.000,4496,5,0.428491,2.267686,11.0333,0,90.50,125.50,455.10,0.0,100,0,0.00
lateral,60,aguard,v10,10,3,worst,kill,-1.00,0,30.000,4496,6,0.471580,2.415861,11.9667,0,105.50,105.50,450.10,0.0,100,0,0.00
lateral,60,aguard,v10,10,3,worst,kill,-1.00,0,30.000,4496,7,0.059170,0.764622,0.0000,0,105.50,110.50,415.10,0.0,100,0,0.00
lateral,60,aguard,v10,10,3,worst,kill,-1.00,0,30.000,4496,8,0.066742,0.989417,0.8667,0,105.50,105.50,245.10,0.0,100,0,0.00
lateral,60,aguard,v10,10,3,worst,kill,-1.00,0,30.000,4496,9,0.025580,0.198545,0.0000,0,95.50,115.50,-1.00,0.0,100,0,0.00
